"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,11,18,1526,1530,-4,1913,1845,28,"AA",133,"N319AA","JFK","LAX",341,2475,15,30,2013-11-18 15:00:00
2013,11,18,1526,1530,-4,1920,1845,35,"AA",85,"N349AA","JFK","SFO",353,2586,15,30,2013-11-18 15:00:00
2013,11,18,1528,1530,-2,1919,1905,14,"UA",257,"N597UA","JFK","SFO",356,2586,15,30,2013-11-18 15:00:00
2013,11,18,1543,1545,-2,1705,1705,0,"AA",256,"N3APAA","JFK","BOS",38,187,15,45,2013-11-18 15:00:00
2013,11,18,1613,1615,-2,1915,1915,0,"AA",65,"N3CXAA","JFK","DFW",209,1391,16,15,2013-11-18 16:00:00
2013,11,18,1629,1630,-1,1939,1940,-1,"AA",181,"N324AA","JFK","LAX",338,2475,16,30,2013-11-18 16:00:00
2013,11,18,1656,1700,-4,1841,1855,-14,"AA",199,"N3HRAA","JFK","ORD",127,740,17,0,2013-11-18 17:00:00
2013,11,18,1657,1700,-3,1953,1945,8,"AA",45,"N5DNAA","JFK","LAS",332,2248,17,0,2013-11-18 17:00:00
2013,11,18,1702,1700,2,2039,2035,4,"UA",512,"N568UA","JFK","SFO",367,2586,17,0,2013-11-18 17:00:00
2013,11,18,1713,1700,13,2015,1955,20,"AA",211,"N3JNAA","JFK","IAH",215,1417,17,0,2013-11-18 17:00:00
2013,11,18,1714,1720,-6,2021,2030,-9,"AA",291,"N3AGAA","JFK","AUS",227,1521,17,20,2013-11-18 17:00:00
2013,11,18,1745,1740,5,2036,2035,1,"AA",67,"N3EHAA","JFK","SAN",334,2446,17,40,2013-11-18 17:00:00
2013,11,18,1757,1759,-2,2100,2123,-23,"UA",535,"N589UA","JFK","LAX",341,2475,17,59,2013-11-18 17:00:00
2013,11,18,1803,1735,28,2055,2055,0,"AA",2351,"N357AA","JFK","MIA",144,1089,17,35,2013-11-18 17:00:00
2013,11,18,1841,1845,-4,2209,2210,-1,"AA",177,"N336AA","JFK","SFO",357,2586,18,45,2013-11-18 18:00:00
2013,11,18,1905,1910,-5,2210,2215,-5,"AA",21,"N335AA","JFK","LAX",338,2475,19,10,2013-11-18 19:00:00
2013,11,18,1927,1929,-2,2351,2249,62,"AA",235,"N3HHAA","JFK","SEA",361,2422,19,29,2013-11-18 19:00:00
2013,11,18,1944,1830,74,10,2206,124,"UA",389,"N596UA","JFK","SFO",377,2586,18,30,2013-11-18 18:00:00
2013,11,18,2021,2025,-4,2155,2140,15,"AA",2314,"N3APAA","JFK","BOS",40,187,20,25,2013-11-18 20:00:00
2013,11,18,2113,2025,48,40,2340,60,"UA",314,"N510UA","JFK","LAX",346,2475,20,25,2013-11-18 20:00:00
2013,11,18,2135,2140,-5,31,40,-9,"AA",185,"N327AA","JFK","LAX",324,2475,21,40,2013-11-18 21:00:00
2013,11,19,540,545,-5,833,855,-22,"AA",2243,"N5EBAA","JFK","MIA",149,1089,5,45,2013-11-19 05:00:00
2013,11,19,551,600,-9,930,933,-3,"UA",303,"N588UA","JFK","SFO",371,2586,6,0,2013-11-19 06:00:00
2013,11,19,632,639,-7,955,1002,-7,"UA",398,"N590UA","JFK","LAX",340,2475,6,39,2013-11-19 06:00:00
2013,11,19,657,655,2,930,920,10,"AA",1263,"N5CEAA","JFK","LAS",295,2248,6,55,2013-11-19 06:00:00
2013,11,19,702,710,-8,953,1000,-7,"AA",2493,"N618AA","JFK","MCO",137,944,7,10,2013-11-19 07:00:00
2013,11,19,705,710,-5,1011,1025,-14,"AA",1345,"N339AA","JFK","MIA",150,1089,7,10,2013-11-19 07:00:00
2013,11,19,758,800,-2,1045,1100,-15,"AA",33,"N323AA","JFK","LAX",324,2475,8,0,2013-11-19 08:00:00
2013,11,19,759,800,-1,1109,1136,-27,"UA",397,"N598UA","JFK","SFO",349,2586,8,0,2013-11-19 08:00:00
2013,11,19,812,820,-8,1256,1330,-34,"AA",1357,"N5EVAA","JFK","SJU",194,1598,8,20,2013-11-19 08:00:00
2013,11,19,822,825,-3,922,935,-13,"AA",84,"N3JVAA","JFK","BOS",36,187,8,25,2013-11-19 08:00:00
2013,11,19,828,745,43,1146,1100,46,"AA",59,"N382AA","JFK","SFO",354,2586,7,45,2013-11-19 07:00:00
2013,11,19,828,830,-2,1146,1152,-6,"UA",443,"N568UA","JFK","LAX",346,2475,8,30,2013-11-19 08:00:00
2013,11,19,854,900,-6,1218,1235,-17,"UA",504,"N555UA","JFK","SFO",352,2586,9,0,2013-11-19 09:00:00
2013,11,19,908,910,-2,1228,1220,8,"AA",1,"N329AA","JFK","LAX",341,2475,9,10,2013-11-19 09:00:00
2013,11,19,909,915,-6,1211,1230,-19,"AA",1499,"N5EYAA","JFK","MIA",150,1089,9,15,2013-11-19 09:00:00
2013,11,19,1036,1030,6,1327,1325,2,"AA",19,"N319AA","JFK","LAX",331,2475,10,30,2013-11-19 10:00:00
2013,11,19,1114,1119,-5,1420,1432,-12,"UA",703,"N595UA","JFK","LAX",340,2475,11,19,2013-11-19 11:00:00
2013,11,19,1123,1025,58,1518,1400,78,"UA",642,"N518UA","JFK","SFO",360,2586,10,25,2013-11-19 10:00:00
2013,11,19,1127,1030,57,1525,1335,110,"AA",179,"N328AA","JFK","SFO",358,2586,10,30,2013-11-19 10:00:00
2013,11,19,1150,1200,-10,1453,1455,-2,"AA",3,"N338AA","JFK","LAX",335,2475,12,0,2013-11-19 12:00:00
2013,11,19,1239,1250,-11,1346,1400,-14,"AA",178,"N3JVAA","JFK","BOS",44,187,12,50,2013-11-19 12:00:00
2013,11,19,1241,1200,41,1614,1526,48,"UA",766,"N502UA","JFK","SFO",359,2586,12,0,2013-11-19 12:00:00
2013,11,19,1305,1245,20,1620,1600,20,"AA",1697,"N613AA","JFK","MIA",158,1089,12,45,2013-11-19 12:00:00
2013,11,19,1342,1345,-3,1637,1650,-13,"AA",117,"N336AA","JFK","LAX",334,2475,13,45,2013-11-19 13:00:00
2013,11,19,1449,1455,-6,1802,1819,-17,"UA",535,"N512UA","JFK","LAX",343,2475,14,55,2013-11-19 14:00:00
2013,11,19,1459,1500,-1,1815,1755,20,"AA",2285,"N5FFAA","JFK","MCO",138,944,15,0,2013-11-19 15:00:00
2013,11,19,1505,1505,0,1847,1830,17,"AA",145,"N5FNAA","JFK","MIA",166,1089,15,5,2013-11-19 15:00:00
2013,11,19,1506,1510,-4,2006,2020,-14,"AA",95,"N5ETAA","JFK","SJU",189,1598,15,10,2013-11-19 15:00:00
2013,11,19,1524,1530,-6,1901,1845,16,"AA",85,"N389AA","JFK","SFO",353,2586,15,30,2013-11-19 15:00:00
2013,11,19,1526,1530,-4,1858,1905,-7,"UA",257,"N589UA","JFK","SFO",360,2586,15,30,2013-11-19 15:00:00
2013,11,19,1545,1545,0,1657,1705,-8,"AA",256,"N3ECAA","JFK","BOS",44,187,15,45,2013-11-19 15:00:00
2013,11,19,1556,1530,26,1912,1845,27,"AA",133,"N339AA","JFK","LAX",332,2475,15,30,2013-11-19 15:00:00
2013,11,19,1610,1615,-5,1855,1915,-20,"AA",65,"N3ADAA","JFK","DFW",193,1391,16,15,2013-11-19 16:00:00
2013,11,19,1625,1630,-5,1941,1940,1,"AA",181,"N327AA","JFK","LAX",343,2475,16,30,2013-11-19 16:00:00
2013,11,19,1654,1700,-6,2013,1955,18,"AA",211,"N3HRAA","JFK","IAH",217,1417,17,0,2013-11-19 17:00:00
2013,11,19,1656,1700,-4,1950,1945,5,"AA",45,"N618AA","JFK","LAS",319,2248,17,0,2013-11-19 17:00:00
2013,11,19,1658,1700,-2,1850,1855,-5,"AA",199,"N3HWAA","JFK","ORD",126,740,17,0,2013-11-19 17:00:00
2013,11,19,1701,1700,1,2025,2035,-10,"UA",226,"N596UA","JFK","SFO",355,2586,17,0,2013-11-19 17:00:00
2013,11,19,1716,1720,-4,2020,2030,-10,"AA",291,"N3JXAA","JFK","AUS",215,1521,17,20,2013-11-19 17:00:00
2013,11,19,1731,1735,-4,2102,2055,7,"AA",2351,"N356AA","JFK","MIA",160,1089,17,35,2013-11-19 17:00:00
2013,11,19,1736,1740,-4,2040,2035,5,"AA",67,"N3JSAA","JFK","SAN",334,2446,17,40,2013-11-19 17:00:00
2013,11,19,1829,1830,-1,2207,2206,1,"UA",389,"N546UA","JFK","SFO",354,2586,18,30,2013-11-19 18:00:00
2013,11,19,1837,1845,-8,2220,2210,10,"AA",177,"N335AA","JFK","SFO",362,2586,18,45,2013-11-19 18:00:00
2013,11,19,1855,1759,56,2159,2123,36,"UA",841,"N510UA","JFK","LAX",331,2475,17,59,2013-11-19 17:00:00
2013,11,19,1915,1910,5,2208,2215,-7,"AA",21,"N324AA","JFK","LAX",325,2475,19,10,2013-11-19 19:00:00
2013,11,19,1918,1929,-11,2257,2249,8,"AA",235,"N3CKAA","JFK","SEA",351,2422,19,29,2013-11-19 19:00:00
2013,11,19,2020,2025,-5,2130,2140,-10,"AA",2314,"N3ECAA","JFK","BOS",37,187,20,25,2013-11-19 20:00:00
2013,11,19,2020,2025,-5,2339,2340,-1,"UA",314,"N588UA","JFK","LAX",337,2475,20,25,2013-11-19 20:00:00
2013,11,19,2139,2140,-1,31,40,-9,"AA",185,"N323AA","JFK","LAX",330,2475,21,40,2013-11-19 21:00:00
2013,11,20,536,545,-9,831,855,-24,"AA",2243,"N5EEAA","JFK","MIA",154,1089,5,45,2013-11-20 05:00:00
2013,11,20,557,600,-3,922,933,-11,"UA",303,"N518UA","JFK","SFO",348,2586,6,0,2013-11-20 06:00:00
2013,11,20,628,639,-11,942,1002,-20,"UA",398,"N595UA","JFK","LAX",341,2475,6,39,2013-11-20 06:00:00
2013,11,20,655,655,0,916,920,-4,"AA",1263,"N5DNAA","JFK","LAS",295,2248,6,55,2013-11-20 06:00:00
2013,11,20,704,710,-6,959,1000,-1,"AA",2493,"N5CDAA","JFK","MCO",137,944,7,10,2013-11-20 07:00:00
2013,11,20,705,710,-5,1010,1025,-15,"AA",1345,"N329AA","JFK","MIA",146,1089,7,10,2013-11-20 07:00:00
2013,11,20,746,745,1,1140,1100,40,"AA",59,"N382AA","JFK","SFO",391,2586,7,45,2013-11-20 07:00:00
2013,11,20,754,800,-6,1053,1100,-7,"AA",33,"N319AA","JFK","LAX",333,2475,8,0,2013-11-20 08:00:00
2013,11,20,805,800,5,1129,1136,-7,"UA",397,"N510UA","JFK","SFO",357,2586,8,0,2013-11-20 08:00:00
2013,11,20,814,820,-6,1256,1330,-34,"AA",1357,"N5FFAA","JFK","SJU",195,1598,8,20,2013-11-20 08:00:00
2013,11,20,821,825,-4,919,935,-16,"AA",84,"N3DPAA","JFK","BOS",34,187,8,25,2013-11-20 08:00:00
2013,11,20,826,830,-4,1140,1152,-12,"UA",443,"N596UA","JFK","LAX",343,2475,8,30,2013-11-20 08:00:00
2013,11,20,848,900,-12,1211,1235,-24,"UA",504,"N555UA","JFK","SFO",361,2586,9,0,2013-11-20 09:00:00
2013,11,20,905,910,-5,1222,1220,2,"AA",1,"N327AA","JFK","LAX",341,2475,9,10,2013-11-20 09:00:00
2013,11,20,924,915,9,1217,1230,-13,"AA",1499,"N5FPAA","JFK","MIA",151,1089,9,15,2013-11-20 09:00:00
2013,11,20,1016,1025,-9,1407,1400,7,"UA",642,"N590UA","JFK","SFO",359,2586,10,25,2013-11-20 10:00:00
2013,11,20,1024,1030,-6,1323,1325,-2,"AA",19,"N324AA","JFK","LAX",338,2475,10,30,2013-11-20 10:00:00
2013,11,20,1114,1119,-5,1416,1432,-16,"UA",274,"N597UA","JFK","LAX",337,2475,11,19,2013-11-20 11:00:00
2013,11,20,1144,1030,74,1450,1335,75,"AA",179,"N328AA","JFK","SFO",344,2586,10,30,2013-11-20 10:00:00
2013,11,20,1153,1200,-7,1507,1455,12,"AA",3,"N335AA","JFK","LAX",351,2475,12,0,2013-11-20 12:00:00
2013,11,20,1236,1200,36,1557,1526,31,"UA",766,"N598UA","JFK","SFO",352,2586,12,0,2013-11-20 12:00:00
2013,11,20,1239,1250,-11,1338,1400,-22,"AA",178,"N3DPAA","JFK","BOS",38,187,12,50,2013-11-20 12:00:00
2013,11,20,1342,1345,-3,1634,1650,-16,"AA",117,"N338AA","JFK","LAX",335,2475,13,45,2013-11-20 13:00:00
2013,11,20,1455,1500,-5,1743,1755,-12,"AA",2285,"N5FEAA","JFK","MCO",134,944,15,0,2013-11-20 15:00:00
2013,11,20,1504,1510,-6,2003,2020,-17,"AA",95,"N5FJAA","JFK","SJU",198,1598,15,10,2013-11-20 15:00:00
2013,11,20,1504,1245,139,1826,1600,146,"AA",1697,"N5CEAA","JFK","MIA",149,1089,12,45,2013-11-20 12:00:00
2013,11,20,1508,1505,3,1834,1830,4,"AA",145,"N5EXAA","JFK","MIA",151,1089,15,5,2013-11-20 15:00:00
2013,11,20,1514,1455,19,1845,1819,26,"UA",841,"N568UA","JFK","LAX",340,2475,14,55,2013-11-20 14:00:00
2013,11,20,1524,1530,-6,1847,1845,2,"AA",133,"N329AA","JFK","LAX",338,2475,15,30,2013-11-20 15:00:00
2013,11,20,1530,1530,0,1933,1845,48,"AA",85,"N360AA","JFK","SFO",380,2586,15,30,2013-11-20 15:00:00
2013,11,20,1542,1545,-3,1646,1705,-19,"AA",256,"N3HKAA","JFK","BOS",35,187,15,45,2013-11-20 15:00:00
2013,11,20,1550,1530,20,1937,1905,32,"UA",257,"N588UA","JFK","SFO",369,2586,15,30,2013-11-20 15:00:00
2013,11,20,1607,1615,-8,1836,1915,-39,"AA",65,"N5CDAA","JFK","DFW",190,1391,16,15,2013-11-20 16:00:00
2013,11,20,1642,1630,12,1947,1940,7,"AA",181,"N323AA","JFK","LAX",345,2475,16,30,2013-11-20 16:00:00
2013,11,20,1654,1700,-6,1826,1855,-29,"AA",199,"N3EYAA","JFK","ORD",118,740,17,0,2013-11-20 17:00:00
2013,11,20,1700,1700,0,1940,1945,-5,"AA",45,"N618AA","JFK","LAS",311,2248,17,0,2013-11-20 17:00:00
2013,11,20,1704,1700,4,1953,1955,-2,"AA",211,"N3JSAA","JFK","IAH",206,1417,17,0,2013-11-20 17:00:00
2013,11,20,1717,1720,-3,2011,2030,-19,"AA",291,"N3KJAA","JFK","AUS",211,1521,17,20,2013-11-20 17:00:00
2013,11,20,1734,1740,-6,2051,2035,16,"AA",67,"N3KAAA","JFK","SAN",353,2446,17,40,2013-11-20 17:00:00
2013,11,20,1737,1735,2,2033,2055,-22,"AA",2351,"N389AA","JFK","MIA",149,1089,17,35,2013-11-20 17:00:00
2013,11,20,1834,1830,4,2232,2206,26,"UA",389,"N589UA","JFK","SFO",368,2586,18,30,2013-11-20 18:00:00
2013,11,20,1839,1759,40,2212,2123,49,"UA",535,"N512UA","JFK","LAX",347,2475,17,59,2013-11-20 17:00:00
2013,11,20,1843,1845,-2,2237,2210,27,"AA",177,"N339AA","JFK","SFO",370,2586,18,45,2013-11-20 18:00:00
2013,11,20,1904,1910,-6,2215,2215,0,"AA",21,"N336AA","JFK","LAX",341,2475,19,10,2013-11-20 19:00:00
2013,11,20,2007,1929,38,2317,2249,28,"AA",235,"N3DJAA","JFK","SEA",344,2422,19,29,2013-11-20 19:00:00
2013,11,20,2022,2025,-3,2119,2140,-21,"AA",2314,"N3HKAA","JFK","BOS",32,187,20,25,2013-11-20 20:00:00
2013,11,20,2024,2025,-1,2337,2340,-3,"UA",314,"N518UA","JFK","LAX",333,2475,20,25,2013-11-20 20:00:00
2013,11,20,2042,1700,222,2,2035,207,"UA",226,"N595UA","JFK","SFO",352,2586,17,0,2013-11-20 17:00:00
2013,11,20,2134,2140,-6,38,40,-2,"AA",185,"N319AA","JFK","LAX",343,2475,21,40,2013-11-20 21:00:00
2013,11,21,542,540,2,820,850,-30,"AA",2243,"N5BVAA","JFK","MIA",143,1089,5,40,2013-11-21 05:00:00
2013,11,21,554,600,-6,950,933,17,"UA",303,"N597UA","JFK","SFO",380,2586,6,0,2013-11-21 06:00:00
2013,11,21,631,639,-8,1001,1002,-1,"UA",398,"N598UA","JFK","LAX",357,2475,6,39,2013-11-21 06:00:00
2013,11,21,646,650,-4,931,955,-24,"AA",2493,"N5DNAA","JFK","MCO",136,944,6,50,2013-11-21 06:00:00
2013,11,21,652,655,-3,934,940,-6,"AA",1263,"N3CGAA","JFK","LAS",319,2248,6,55,2013-11-21 06:00:00
2013,11,21,727,730,-3,1050,1050,0,"AA",33,"N328AA","JFK","LAX",358,2475,7,30,2013-11-21 07:00:00
2013,11,21,752,750,2,1234,1255,-21,"AA",936,"N5FEAA","JFK","STT",195,1623,7,50,2013-11-21 07:00:00
2013,11,21,754,800,-6,1112,1136,-24,"UA",397,"N510UA","JFK","SFO",356,2586,8,0,2013-11-21 08:00:00
2013,11,21,758,800,-2,900,910,-10,"AA",84,"N3GMAA","JFK","BOS",33,187,8,0,2013-11-21 08:00:00
2013,11,21,802,805,-3,1243,1304,-21,"AA",1357,"N5EVAA","JFK","SJU",196,1598,8,5,2013-11-21 08:00:00
2013,11,21,812,800,12,1144,1135,9,"AA",59,"N396AA","JFK","SFO",369,2586,8,0,2013-11-21 08:00:00
2013,11,21,843,830,13,1210,1152,18,"UA",443,"N502UA","JFK","LAX",353,2475,8,30,2013-11-21 08:00:00
2013,11,21,851,900,-9,1207,1225,-18,"AA",1,"N335AA","JFK","LAX",350,2475,9,0,2013-11-21 09:00:00
2013,11,21,858,900,-2,1229,1235,-6,"UA",504,"N555UA","JFK","SFO",359,2586,9,0,2013-11-21 09:00:00
2013,11,21,904,910,-6,1203,1235,-32,"AA",1085,"N5CKAA","JFK","MIA",144,1089,9,10,2013-11-21 09:00:00
2013,11,21,913,720,113,1205,1045,80,"AA",1345,"N327AA","JFK","MIA",144,1089,7,20,2013-11-21 07:00:00
2013,11,21,1021,1025,-4,1347,1400,-13,"UA",642,"N512UA","JFK","SFO",368,2586,10,25,2013-11-21 10:00:00
2013,11,21,1027,1030,-3,1355,1355,0,"AA",179,"N391AA","JFK","SFO",367,2586,10,30,2013-11-21 10:00:00
2013,11,21,1029,1030,-1,1343,1340,3,"AA",19,"N339AA","JFK","LAX",351,2475,10,30,2013-11-21 10:00:00
2013,11,21,1115,1119,-4,1435,1432,3,"UA",703,"N590UA","JFK","LAX",352,2475,11,19,2013-11-21 11:00:00
2013,11,21,1152,1200,-8,1512,1526,-14,"UA",766,"N596UA","JFK","SFO",355,2586,12,0,2013-11-21 12:00:00
2013,11,21,1154,1200,-6,1459,1510,-11,"AA",3,"N324AA","JFK","LAX",341,2475,12,0,2013-11-21 12:00:00
2013,11,21,1228,1225,3,1536,1535,1,"AA",1697,"N5FFAA","JFK","MIA",157,1089,12,25,2013-11-21 12:00:00
2013,11,21,1246,1250,-4,1348,1350,-2,"AA",178,"N613AA","JFK","BOS",39,187,12,50,2013-11-21 12:00:00
2013,11,21,1342,1345,-3,1710,1705,5,"AA",117,"N336AA","JFK","LAX",364,2475,13,45,2013-11-21 13:00:00
2013,11,21,1451,1455,-4,1737,1805,-28,"AA",2285,"N5BYAA","JFK","MCO",136,944,14,55,2013-11-21 14:00:00
2013,11,21,1454,1455,-1,1824,1819,5,"UA",841,"N546UA","JFK","LAX",351,2475,14,55,2013-11-21 14:00:00
2013,11,21,1508,1510,-2,1834,1845,-11,"AA",145,"N5EWAA","JFK","MIA",158,1089,15,10,2013-11-21 15:00:00
2013,11,21,1521,1530,-9,1851,1915,-24,"AA",85,"N371AA","JFK","SFO",360,2586,15,30,2013-11-21 15:00:00
2013,11,21,1534,1540,-6,1831,1910,-39,"AA",65,"N3GMAA","JFK","DFW",211,1391,15,40,2013-11-21 15:00:00
2013,11,21,1535,1530,5,1901,1905,-4,"UA",257,"N518UA","JFK","SFO",354,2586,15,30,2013-11-21 15:00:00
2013,11,21,1608,1615,-7,1907,1925,-18,"AA",211,"N3JEAA","JFK","IAH",212,1417,16,15,2013-11-21 16:00:00
2013,11,21,1614,1545,29,1944,1920,24,"AA",133,"N319AA","JFK","LAX",367,2475,15,45,2013-11-21 15:00:00
2013,11,21,1626,1630,-4,2057,2130,-33,"AA",95,"N5DNAA","JFK","SJU",187,1598,16,30,2013-11-21 16:00:00
2013,11,21,1701,1700,1,2024,1955,29,"AA",45,"N3ALAA","JFK","LAS",353,2248,17,0,2013-11-21 17:00:00
2013,11,21,1705,1700,5,2017,2035,-18,"UA",512,"N588UA","JFK","SFO",351,2586,17,0,2013-11-21 17:00:00
2013,11,21,1711,1715,-4,2022,2035,-13,"AA",291,"N3KJAA","JFK","AUS",216,1521,17,15,2013-11-21 17:00:00
2013,11,21,1712,1715,-3,1847,1915,-28,"AA",199,"N3CRAA","JFK","ORD",129,740,17,15,2013-11-21 17:00:00
2013,11,21,1725,1705,20,2043,2015,28,"AA",67,"N3FYAA","JFK","SAN",353,2446,17,5,2013-11-21 17:00:00
2013,11,21,1731,1725,6,1851,1845,6,"AA",256,"N3HMAA","JFK","BOS",48,187,17,25,2013-11-21 17:00:00
2013,11,21,1732,1730,2,2110,2055,15,"AA",2351,"N398AA","JFK","MIA",180,1089,17,30,2013-11-21 17:00:00
2013,11,21,1733,1645,48,2117,2010,67,"AA",181,"N327AA","JFK","LAX",370,2475,16,45,2013-11-21 16:00:00
2013,11,21,1748,1745,3,2129,2125,4,"AA",177,"N338AA","JFK","SFO",373,2586,17,45,2013-11-21 17:00:00
2013,11,21,1758,1759,-1,2121,2123,-2,"UA",535,"N568UA","JFK","LAX",361,2475,17,59,2013-11-21 17:00:00
2013,11,21,1830,1830,0,2220,2206,14,"UA",389,"N589UA","JFK","SFO",373,2586,18,30,2013-11-21 18:00:00
2013,11,21,1851,1850,1,2204,2220,-16,"AA",235,"N3CGAA","JFK","SEA",349,2422,18,50,2013-11-21 18:00:00
2013,11,21,1856,1900,-4,2211,2215,-4,"AA",21,"N329AA","JFK","LAX",349,2475,19,0,2013-11-21 19:00:00
2013,11,21,1859,1900,-1,2327,2359,-32,"AA",1029,"N613AA","JFK","SJU",186,1598,19,0,2013-11-21 19:00:00
2013,11,21,1956,2000,-4,2105,2110,-5,"AA",2314,"N3KCAA","JFK","BOS",43,187,20,0,2013-11-21 20:00:00
2013,11,21,2025,2025,0,2341,2340,1,"UA",314,"N597UA","JFK","LAX",342,2475,20,25,2013-11-21 20:00:00
2013,11,21,2134,2135,-1,56,55,1,"AA",185,"N328AA","JFK","LAX",355,2475,21,35,2013-11-21 21:00:00
2013,11,22,534,540,-6,829,850,-21,"AA",2243,"N5BYAA","JFK","MIA",149,1089,5,40,2013-11-22 05:00:00
2013,11,22,612,600,12,1010,933,37,"UA",303,"N590UA","JFK","SFO",393,2586,6,0,2013-11-22 06:00:00
2013,11,22,633,639,-6,953,1002,-9,"UA",398,"N596UA","JFK","LAX",354,2475,6,39,2013-11-22 06:00:00
2013,11,22,648,650,-2,933,955,-22,"AA",2493,"N633AA","JFK","MCO",132,944,6,50,2013-11-22 06:00:00
2013,11,22,654,655,-1,1031,940,51,"AA",1263,"N3HMAA","JFK","LAS",356,2248,6,55,2013-11-22 06:00:00
2013,11,22,718,720,-2,1013,1045,-32,"AA",1345,"N339AA","JFK","MIA",154,1089,7,20,2013-11-22 07:00:00
2013,11,22,724,730,-6,1041,1050,-9,"AA",33,"N335AA","JFK","LAX",350,2475,7,30,2013-11-22 07:00:00
2013,11,22,745,750,-5,1211,1255,-44,"AA",936,"N5FLAA","JFK","STT",185,1623,7,50,2013-11-22 07:00:00
2013,11,22,753,800,-7,1132,1136,-4,"UA",397,"N568UA","JFK","SFO",371,2586,8,0,2013-11-22 08:00:00
2013,11,22,753,800,-7,856,910,-14,"AA",84,"N3GDAA","JFK","BOS",42,187,8,0,2013-11-22 08:00:00
2013,11,22,802,805,-3,1234,1304,-30,"AA",1357,"N5FAAA","JFK","SJU",186,1598,8,5,2013-11-22 08:00:00
2013,11,22,818,800,18,1218,1135,43,"AA",59,"N351AA","JFK","SFO",395,2586,8,0,2013-11-22 08:00:00
2013,11,22,829,830,-1,1149,1152,-3,"UA",443,"N510UA","JFK","LAX",354,2475,8,30,2013-11-22 08:00:00
2013,11,22,852,900,-8,1212,1225,-13,"AA",1,"N319AA","JFK","LAX",354,2475,9,0,2013-11-22 09:00:00
2013,11,22,857,900,-3,1240,1235,5,"UA",504,"N555UA","JFK","SFO",384,2586,9,0,2013-11-22 09:00:00
2013,11,22,908,910,-2,1202,1235,-33,"AA",1085,"N5CGAA","JFK","MIA",143,1089,9,10,2013-11-22 09:00:00
2013,11,22,1021,1025,-4,1406,1400,6,"UA",642,"N588UA","JFK","SFO",382,2586,10,25,2013-11-22 10:00:00
2013,11,22,1028,1030,-2,1331,1340,-9,"AA",19,"N324AA","JFK","LAX",342,2475,10,30,2013-11-22 10:00:00
2013,11,22,1028,1030,-2,1355,1355,0,"AA",179,"N391AA","JFK","SFO",367,2586,10,30,2013-11-22 10:00:00
2013,11,22,1113,1119,-6,1434,1432,2,"UA",703,"N502UA","JFK","LAX",357,2475,11,19,2013-11-22 11:00:00
2013,11,22,1155,1200,-5,1502,1510,-8,"AA",3,"N329AA","JFK","LAX",345,2475,12,0,2013-11-22 12:00:00
2013,11,22,1206,1200,6,1533,1526,7,"UA",766,"N512UA","JFK","SFO",363,2586,12,0,2013-11-22 12:00:00
2013,11,22,1236,1225,11,1522,1535,-13,"AA",1697,"N5BTAA","JFK","MIA",142,1089,12,25,2013-11-22 12:00:00
2013,11,22,1248,1250,-2,1404,1350,14,"AA",178,"N3GDAA","JFK","BOS",52,187,12,50,2013-11-22 12:00:00
2013,11,22,1344,1345,-1,1729,1705,24,"AA",117,"N338AA","JFK","LAX",361,2475,13,45,2013-11-22 13:00:00
2013,11,22,1449,1455,-6,1803,1819,-16,"UA",841,"N598UA","JFK","LAX",348,2475,14,55,2013-11-22 14:00:00
2013,11,22,1500,1510,-10,1817,1845,-28,"AA",145,"N5EVAA","JFK","MIA",155,1089,15,10,2013-11-22 15:00:00
2013,11,22,1528,1530,-2,1851,1905,-14,"UA",257,"N597UA","JFK","SFO",364,2586,15,30,2013-11-22 15:00:00
2013,11,22,1530,1530,0,1841,1915,-34,"AA",85,"N343AA","JFK","SFO",352,2586,15,30,2013-11-22 15:00:00
2013,11,22,1539,1545,-6,1848,1920,-32,"AA",133,"N339AA","JFK","LAX",347,2475,15,45,2013-11-22 15:00:00
2013,11,22,1626,1630,-4,2054,2130,-36,"AA",95,"N633AA","JFK","SJU",184,1598,16,30,2013-11-22 16:00:00
2013,11,22,1644,1645,-1,2146,2010,96,"AA",181,"N328AA","JFK","LAX",348,2475,16,45,2013-11-22 16:00:00
2013,11,22,1647,1540,67,1942,1910,32,"AA",65,"N3ADAA","JFK","DFW",198,1391,15,40,2013-11-22 15:00:00
2013,11,22,1656,1615,41,2012,1925,47,"AA",211,"N3KJAA","JFK","IAH",218,1417,16,15,2013-11-22 16:00:00
2013,11,22,1700,1700,0,2033,2035,-2,"UA",512,"N589UA","JFK","SFO",360,2586,17,0,2013-11-22 17:00:00
2013,11,22,1703,1705,-2,2033,2015,18,"AA",67,"N3FYAA","JFK","SAN",353,2446,17,5,2013-11-22 17:00:00
2013,11,22,1711,1455,136,1938,1805,93,"AA",2285,"N5DNAA","JFK","MCO",129,944,14,55,2013-11-22 14:00:00
2013,11,22,1715,1715,0,1918,1915,3,"AA",199,"N3GDAA","JFK","ORD",139,740,17,15,2013-11-22 17:00:00
2013,11,22,1719,1715,4,2034,2035,-1,"AA",291,"N3GYAA","JFK","AUS",226,1521,17,15,2013-11-22 17:00:00
2013,11,22,1725,1725,0,1851,1845,6,"AA",256,"N3FDAA","JFK","BOS",39,187,17,25,2013-11-22 17:00:00
